Name,Device ID,Scheduled Time,Issued Time,Response Time,Duration (seconds) from scheduled to completion time,Duration (seconds) from first response to completion time,[3_CAL] Geboortedatum:,[4_SAQ] Geslacht:
64455,8F711994B7A744DD85331E35E4D6A1EB,2022-12-01 09:28:49 CET,2022-12-01 09:28:49 CET,2022-12-01 09:31:00 CET,130.421,84,16/03/1994,2
64468,54C2CA3ED2674062838E45B3FD32C509,2022-12-01 14:48:18 CET,2022-12-01 14:48:18 CET,2022-12-01 14:52:46 CET,267.928,62,19/04/2001,2
64469,4bbf7c6d05649299,2022-12-01 14:50:58 CET,2022-12-01 14:50:58 CET,2022-12-01 14:55:42 CET,283.374,56,19/03/2001,2
64470,89a82e92f6175142,2022-12-01 15:11:36 CET,2022-12-01 15:11:36 CET,2022-12-01 15:37:13 CET,Canceled,1461,,
64472,5614BFC2EFD54C3D88ACCE790BA72A09,2022-12-01 15:51:32 CET,2022-12-01 15:51:32 CET,2022-12-01 15:55:04 CET,212.263,40,20/06/2002,2
64478,ca7b2e0f733bdfe4,2022-12-01 18:12:25 CET,2022-12-01 18:12:25 CET,2022-12-01 18:15:58 CET,213.463,41,31/03/1998,1
64481,C145A9CB85E3485CB29127F85DCAC9F1,2022-12-01 20:03:08 CET,2022-12-01 20:03:08 CET,2022-12-01 20:04:44 CET,95.107,46,21/11/1994,2
64483,feed495bf4e3885d,2022-12-01 20:12:07 CET,2022-12-01 20:12:07 CET,2022-12-01 20:17:04 CET,296.597,102,02/07/1997,1
64485,55EE4822DCD6452383F7440A5E8E1D81,2022-12-01 20:34:03 CET,2022-12-01 20:34:03 CET,2022-12-01 20:44:23 CET,620.13,64,13/11/1997,1
64492,EF2AE9A30C8844F3A33320B4CB354C0F,2022-12-02 11:37:06 AWST,2022-12-02 11:37:06 AWST,2022-12-02 11:39:56 AWST,170.355,67,26/05/1993,2
64502,3ccacb23339366c9,2022-12-02 09:39:57 CET,2022-12-02 09:39:57 CET,2022-12-02 09:48:27 CET,510.364,66,03/01/2001,2
64532,b3ef855eb89696a9,2022-12-02 12:03:18 CET,2022-12-02 12:03:18 CET,2022-12-02 12:05:40 CET,141.446,68,27/05/1998,2
64536,ea3a914ed9d03210,2022-12-02 12:59:59 CET,2022-12-02 12:59:59 CET,2022-12-02 13:09:45 CET,585.753,100,12/08/1998,2
64538,1d9f59280bb834a0,2022-12-02 13:10:29 CET,2022-12-02 13:10:29 CET,2022-12-02 13:20:45 CET,615.895,260,12/08/1998,2
64541,03d7be22a803073f,2022-12-02 13:49:13 CET,2022-12-02 13:49:13 CET,2022-12-02 13:56:59 CET,465.993,60,03/12/1988,1
64552,049991B013364108806D1B7F5E59CABA,2022-12-02 14:19:12 CET,2022-12-02 14:19:12 CET,2022-12-02 14:29:34 CET,622.279,47,28/06/2002,2
64553,e6e783e129ebe41a,2022-12-02 14:19:14 CET,2022-12-02 14:19:14 CET,2022-12-02 14:24:37 CET,323.173,42,22/01/2003,2
64554,628C214EA80241CCA2B4AB61692244D6,2022-12-02 14:33:46 CET,2022-12-02 14:33:46 CET,2022-12-02 14:37:44 CET,237.6,48,20/01/1998,2
64558,01F681E177FC4A95B35346FBA832DB03,2022-12-02 14:40:27 CET,2022-12-02 14:40:27 CET,2022-12-02 14:45:55 CET,328.253,76,15/07/1999,2
64559,7d084e6ba0d02567,2022-12-02 14:45:06 CET,2022-12-02 14:45:06 CET,2022-12-02 14:49:36 CET,270.648,90,25/05/1999,1
64560,92d2c5cb3c0ebec4,2022-12-02 14:46:40 CET,2022-12-02 14:46:40 CET,2022-12-02 14:55:46 CET,546.697,70,04/01/2000,2
64561,3b03ba918679a1e3,2022-12-02 14:55:42 CET,2022-12-02 14:55:42 CET,2022-12-02 15:01:23 CET,341.671,68,25/06/1999,2
64563,CFF24D4970CA43349C3BD4308D8398CA,2022-12-02 15:27:42 CET,2022-12-02 15:27:42 CET,2022-12-02 15:30:29 CET,166.539,35,19/11/1999,2
64565,a7f90d8f50026e7d,2022-12-02 16:00:23 CET,2022-12-02 16:00:23 CET,2022-12-02 16:04:37 CET,253.25,126,20/08/1999,1
64567,90a7b503fe369cbb,2022-12-02 16:03:21 CET,2022-12-02 16:03:21 CET,2022-12-02 16:13:37 CET,615.742,217,18/11/2000,2
64570,ceb56a992e5bbba3,2022-12-02 17:13:57 CET,2022-12-02 17:13:57 CET,2022-12-02 17:18:44 CET,286.33,138,22/08/2000,1
64571,6B2BA62EB47141ED89197BB292715FE3,2022-12-02 18:01:59 CET,2022-12-02 18:01:59 CET,2022-12-02 18:05:21 CET,202.072,44,11/11/1999,2
64574,C7A13DCA2D0145FFAC707A9B6B0B7935,2022-12-02 18:13:16 CET,2022-12-02 18:13:16 CET,2022-12-02 18:17:48 CET,271.535,103,17/06/2002,2
64576,ed3c2434f5e93a83,2022-12-02 19:27:23 CET,2022-12-02 19:27:23 CET,2022-12-02 19:34:30 CET,427.031,72,02/09/1999,2
64581,5dbce6614971583c,2022-12-02 21:22:09 CET,2022-12-02 21:22:09 CET,2022-12-02 21:25:52 CET,222.896,66,07/04/1999,2
64583,88debade6adec85a,2022-12-02 22:04:44 CET,2022-12-02 22:04:44 CET,2022-12-02 22:30:23 CET,1538.775,292,12/04/2000,1
64584,E7B0384FB38648FF86336C69793DF46A,2022-12-02 22:16:06 CET,2022-12-02 22:16:06 CET,2022-12-02 22:18:14 CET,127.702,47,31/08/1999,1
64585,64528C75C1F34C9D958DE532580EFA69,2022-12-02 22:51:24 CET,2022-12-02 22:51:24 CET,2022-12-02 22:54:04 CET,160.363,49,27/06/1998,2
64594,F081555B2CF749C59060576FA7DF5F12,2022-12-03 07:11:54 CET,2022-12-03 07:11:54 CET,2022-12-03 07:16:41 CET,286.97,67,24/12/1998,2
64600,02A23349D5EF42FB8EBCDEACFB760214,2022-12-03 11:29:09 CET,2022-12-03 11:29:09 CET,2022-12-03 11:31:17 CET,128.074,63,26/02/2002,2
64604,26f014f18cd23a0f,2022-12-03 13:14:28 CET,2022-12-03 13:14:28 CET,2022-12-03 13:16:00 CET,91.487,60,10/08/1999,2
64605,E2A9DD4828ED4409AE5C5A2B5F253A02,2022-12-03 14:25:27 CET,2022-12-03 14:25:27 CET,2022-12-03 15:05:59 CET,2432.562,53,01/09/1999,2
64619,BBFAF50E812D4B0EB3648D588EED4A99,2022-12-03 15:45:09 CET,2022-12-03 15:45:09 CET,2022-12-03 15:46:51 CET,102.661,52,24/09/2002,2
64620,624091D60E024598AC05DD89D8EB1B28,2022-12-03 15:53:37 CET,2022-12-03 15:53:37 CET,2022-12-03 15:55:26 CET,108.124,74,24/09/2002,2
64621,a581e1e634b96469,2022-12-03 16:51:34 CET,2022-12-03 16:51:34 CET,2022-12-03 17:05:43 CET,849.121,138,14/05/1998,2
64636,65646084A3884E1FA385164AA97A6D0F,2022-12-03 19:16:35 CET,2022-12-03 19:16:35 CET,2022-12-03 19:19:31 CET,176.475,130,06/05/2004,2
64639,1faae411dadc754e,2022-12-03 22:05:10 CET,2022-12-03 22:05:10 CET,2022-12-03 22:18:21 CET,791.014,95,14/05/1998,2
64645,2016cc63071fb54b,2022-12-04 13:53:54 +07,2022-12-04 13:53:54 +07,2022-12-04 14:01:29 +07,454.464,44,04/11/2001,2
64648,A67142D23F3E443EB1A78B01C41FF6FE,2022-12-04 11:58:11 CET,2022-12-04 11:58:11 CET,2022-12-04 12:03:40 CET,329.572,109,03/06/2002,2
64651,048ed89916946396,2022-12-04 13:43:13 CET,2022-12-04 13:43:13 CET,2022-12-04 13:55:58 CET,764.872,66,17/07/2002,2
64659,1842132E1BFA4017B047CDA8EBC473AC,2022-12-04 20:52:31 CET,2022-12-04 20:52:31 CET,2022-12-07 21:44:33 CET,262322.72,72,08/03/2001,2
64660,b6be4c9e640e8945,2022-12-04 19:58:57 GMT,2022-12-04 19:58:57 GMT,2022-12-04 20:01:40 GMT,163.245,65,29/12/1990,2
64662,00DBD6D864354F949733CDCD04B89C53,2022-12-04 22:25:13 CET,2022-12-04 22:25:13 CET,2022-12-04 22:31:25 CET,372.333,94,17/06/2000,2
64675,d00678f8015e88ee,2022-12-05 12:59:09 CET,2022-12-05 12:59:09 CET,2022-12-05 13:11:49 CET,759.772,204,10/06/1998,2
64676,A8A1CD696C6B4B75B2359E5B3FBEFB7E,2022-12-05 13:19:27 CET,2022-12-05 13:19:27 CET,2022-12-05 13:25:35 CET,367.37,64,28/04/2000,2
64678,9D9FD617E5F5474EB357066C36F0E12C,2022-12-05 13:31:33 CET,2022-12-05 13:31:33 CET,2022-12-05 13:34:08 CET,154.893,58,01/09/1999,2
64684,D153DCCD55C34D498DE3C2BEE36662D9,2022-12-05 14:33:23 CET,2022-12-05 14:33:23 CET,2022-12-05 14:34:30 CET,66.893,42,03/06/1999,1
64691,7F0F12A352F04BA59B052E7ECA104AC4,2022-12-05 16:05:31 CET,2022-12-05 16:05:31 CET,2022-12-05 16:07:40 CET,129.467,48,22/10/2000,2
64693,40a12040ac7b0a67,2022-12-05 16:24:58 CET,2022-12-05 16:24:58 CET,2022-12-05 16:27:14 CET,136.76,52,14/08/1986,2
64695,ea2573a6b03e40f2,2022-12-05 16:40:40 CET,2022-12-05 16:40:40 CET,2022-12-05 16:44:24 CET,223.713,54,15/04/1999,1
64699,6892baabd6f321a1,2022-12-05 17:13:07 CET,2022-12-05 17:13:07 CET,2022-12-05 17:26:28 CET,801.186,61,04/07/2002,3
64708,7c7068acbecdd1a9,2022-12-05 19:13:35 CET,2022-12-05 19:13:35 CET,2022-12-05 19:16:26 CET,171.687,61,03/09/1998,1
64712,5025151d3664e23c,2022-12-05 19:39:56 CET,2022-12-05 19:39:56 CET,2022-12-05 19:45:25 CET,329.042,41,18/03/1999,2
64720,BACDF7900FF3426792048BDF16E1AA76,2022-12-05 20:50:55 CET,2022-12-05 20:50:55 CET,2022-12-05 20:53:31 CET,156.426,55,13/04/1987,2
64723,02b2d2c1039659b1,2022-12-05 21:04:37 CET,2022-12-05 21:04:37 CET,2022-12-05 21:18:54 CET,857.521,87,25/10/1998,2
64728,4ffd58dd413f3310,2022-12-05 21:29:21 CET,2022-12-05 21:29:21 CET,2022-12-05 21:36:51 CET,450.329,45,17/04/1998,2
64751,438999120D9343CE8572B8DF9C06AF23,2022-12-06 10:11:41 CET,2022-12-06 10:11:41 CET,2022-12-06 10:23:33 CET,711.765,78,26/07/2000,1
64752,6adae245bb9d50e2,2022-12-06 10:20:04 CET,2022-12-06 10:20:04 CET,2022-12-06 10:28:23 CET,498.587,64,28/02/1997,2
64754,2b5667c87940127b,2022-12-06 11:03:13 CET,2022-12-06 11:03:13 CET,2022-12-06 11:08:19 CET,306.211,279,10/01/1997,1
64755,4b1a738b922c5d5e,2022-12-06 11:20:32 CET,2022-12-06 11:20:32 CET,2022-12-06 11:26:56 CET,383.86,46,26/12/2002,2
64759,3ED407FB889E41B085CAAB4DDE6FFD5E,2022-12-06 13:06:00 CET,2022-12-06 13:06:00 CET,2022-12-06 13:08:13 CET,133.202,70,11/07/1997,2
64761,D41745ABE0674134BBD1F57A87B95E2D,2022-12-06 13:16:01 CET,2022-12-06 13:16:01 CET,2022-12-06 13:43:01 CET,1619.993,69,24/05/2001,2
64762,14a28ce8d7e190af,2022-12-06 13:49:36 CET,2022-12-06 13:49:36 CET,2022-12-06 13:55:50 CET,374.023,60,21/05/1997,1
64766,507defa16ffd3da4,2022-12-06 14:35:02 CET,2022-12-06 14:35:02 CET,2022-12-06 14:37:24 CET,142.408,93,17/03/1988,2
64767,CDF080D0E3534E1CBB157E0924C63C7D,2022-12-06 13:40:24 GMT,2022-12-06 13:40:24 GMT,2022-12-06 13:41:25 GMT,60.991,33,04/12/2001,1
64770,DEC74D82D01F48B1A5C197F1DAEA8F92,2022-12-06 15:49:35 CET,2022-12-06 15:49:35 CET,2022-12-06 15:53:04 CET,209.181,101,30/05/1990,2
64772,833346dde99f9282,2022-12-06 16:29:29 CET,2022-12-06 16:29:29 CET,2022-12-06 16:31:34 CET,125.137,68,28/10/1997,1
64783,822958858a1a47c2,2022-12-06 20:46:34 CET,2022-12-06 20:46:34 CET,2022-12-06 20:52:14 CET,340.528,78,25/10/1998,2
64786,cac02a013a76961e,2022-12-06 21:17:45 CET,2022-12-06 21:17:45 CET,2022-12-06 21:28:05 CET,619.739,59,19/09/2000,2
64787,D7106A28A52142FAA690E77A35F9565D,2022-12-06 21:26:59 CET,2022-12-06 21:26:59 CET,2022-12-06 21:28:52 CET,113.195,75,14/08/1991,2
64788,9a9af12c3339e367,2022-12-06 21:35:45 CET,2022-12-06 21:35:45 CET,2022-12-06 21:38:38 CET,173.497,63,12/09/1988,2
64801,2d12c06131eb6933,2022-12-07 06:15:39 CET,2022-12-07 06:15:39 CET,2022-12-07 06:24:28 CET,528.301,80,17/11/1987,2
64805,42C4E7BF1ECF4D788F54A9FB3BE86C2E,2022-12-07 09:34:05 CET,2022-12-07 09:34:05 CET,2022-12-07 09:35:31 CET,85.916,55,11/06/1987,1
64806,c8d31385f2137516,2022-12-07 09:56:19 CET,2022-12-07 09:56:19 CET,2022-12-07 10:04:56 CET,517.352,79,01/10/2000,2
64810,DB4F493034694A0C90D558E1883F1A63,2022-12-07 12:05:54 CET,2022-12-07 12:05:54 CET,2022-12-07 12:07:28 CET,93.681,49,15/09/1997,2
64821,d76f232a04a3a8f3,2022-12-07 15:34:30 CET,2022-12-07 15:34:30 CET,2022-12-07 15:37:32 CET,181.724,43,21/07/1998,1
64824,248411badafb7d46,2022-12-07 16:25:29 CET,2022-12-07 16:25:29 CET,2022-12-07 16:32:41 CET,432.074,67,09/01/1997,2
64838,EC879F297D014D06A32DC2582039998C,2022-12-07 18:19:03 CET,2022-12-07 18:19:03 CET,2022-12-07 18:21:10 CET,127.155,56,27/05/2003,2
64848,122de3c8e05c0d04,2022-12-07 20:41:54 CET,2022-12-07 20:41:54 CET,2022-12-07 20:43:32 CET,97.738,63,17/11/1987,2
64867,13d9883a4063bbb9,2022-12-08 11:05:16 CET,2022-12-08 11:05:16 CET,2022-12-08 11:10:46 CET,329.761,78,22/03/1999,2
64915,f611e7d499e8b926,2022-12-09 10:16:58 CET,2022-12-09 10:16:58 CET,2022-12-09 10:19:24 CET,145.918,42,07/12/1995,2
64918,5273231024DC4F63810EC4EE0C563D90,2022-12-09 11:57:56 CET,2022-12-09 11:57:56 CET,2022-12-09 12:00:52 CET,175.282,39,13/01/2004,2
64923,83E9E877B21B439284A8BCEDFBD191F4,2022-12-09 13:53:39 CET,2022-12-09 13:53:39 CET,2022-12-09 15:20:46 CET,5227.505,85,02/05/1987,2
64925,235820a5eb6abb7f,2022-12-09 14:43:30 CET,2022-12-09 14:43:30 CET,2022-12-09 14:51:54 CET,503.48,63,09/01/2002,1
64937,fb6acd3a263257ba,2022-12-09 18:39:20 CET,2022-12-09 18:39:20 CET,2022-12-09 19:08:24 CET,1744.241,163,18/12/1996,2
64965,91b5854ec0c040d9,2022-12-10 23:01:22 CET,2022-12-10 23:01:22 CET,2022-12-10 23:03:14 CET,111.843,67,13/06/1996,2
64980,658E9F64D5024D35A0C100C224ADC696,2022-12-11 14:21:34 CET,2022-12-11 14:21:34 CET,2022-12-11 14:29:48 CET,493.963,107,03/09/1987,1
64984,CB2DE1BD94D04323A9454D6A4547BAA3,2022-12-11 22:02:37 CET,2022-12-11 22:02:37 CET,2022-12-11 22:03:58 CET,80.425,57,27/12/2002,2
64998,8BD149244F694B8EB1CC827D25E65890,2022-12-12 11:35:30 CET,2022-12-12 11:35:30 CET,2022-12-12 11:39:02 CET,211.894,52,12/10/2003,2
64999,dfb09b4db9364991,2022-12-12 11:46:16 CET,2022-12-12 11:46:16 CET,2022-12-12 11:50:16 CET,240.515,60,03/05/1998,1
65001,7dcaf4be81b2c8d3,2022-12-12 12:21:33 CET,2022-12-12 12:21:33 CET,2022-12-12 12:24:47 CET,194.238,73,02/07/1997,1
65005,e864d252005888d2,2022-12-12 15:09:45 CET,2022-12-12 15:09:45 CET,2022-12-12 15:24:21 CET,875.189,67,11/12/2003,2
65006,df1cdfd204d129a0,2022-12-12 15:29:09 CET,2022-12-12 15:29:09 CET,2022-12-12 15:35:16 CET,367.014,58,10/03/1998,2
65012,e608e3412e3335d6,2022-12-12 16:18:38 CET,2022-12-12 16:18:38 CET,2022-12-12 16:20:23 CET,105.267,61,06/10/2003,2
65013,9481173D49C84A4BA59C86A092125D71,2022-12-12 16:19:04 CET,2022-12-12 16:19:04 CET,2022-12-12 16:20:52 CET,108.04,57,29/01/1985,2
65016,FE8D98BA927947B782E43035448EEAC1,2022-12-12 16:38:29 CET,2022-12-12 16:38:29 CET,2022-12-12 16:39:37 CET,67.058,49,25/05/2004,2
65020,1A213C844BEF4C09ADDE4F0FFF3623AB,2022-12-12 17:36:15 CET,2022-12-12 17:36:15 CET,2022-12-12 17:40:39 CET,264.114,53,31/03/1998,2
65021,BC05C50466BA49B8AEAEC75E87587577,2022-12-12 18:52:38 CET,2022-12-12 18:52:38 CET,2022-12-12 18:57:19 CET,281.81,67,13/04/2004,1
65023,0563f66aaefe3548,2022-12-12 19:38:25 CET,2022-12-12 19:38:25 CET,2022-12-12 19:54:17 CET,952.005,245,30/09/2003,2
65024,97522a20e49e5fda,2022-12-12 19:58:03 CET,2022-12-12 19:58:03 CET,2022-12-12 20:04:36 CET,393.504,66,25/05/1990,2
65028,441e09a3e0d3ece6,2022-12-12 21:15:42 CET,2022-12-12 21:15:42 CET,2022-12-12 21:24:23 CET,521.039,133,03/09/2000,2
65062,90061B63C0924BC7A7B6EDD1BB4988F7,2022-12-13 08:43:01 CET,2022-12-13 08:43:01 CET,2022-12-13 08:44:58 CET,117.34,60,01/08/1997,2
65074,77110ef3c85359a8,2022-12-13 14:18:45 CET,2022-12-13 14:18:45 CET,2022-12-13 14:21:02 CET,137.297,46,03/09/1998,2
65075,4987438AC836404BA4F7D93F33E23D0F,2022-12-13 15:00:30 CET,2022-12-13 15:00:30 CET,2022-12-13 15:02:48 CET,137.455,57,01/12/1997,1
65076,68B8472D2F3F4AF79E513BE2393E0E6A,2022-12-13 15:56:48 CET,2022-12-13 15:56:48 CET,2022-12-13 15:58:54 CET,126.252,87,28/06/1997,2
65077,8130a56dbb1d50f1,2022-12-13 16:12:05 CET,2022-12-13 16:12:05 CET,2022-12-13 16:14:34 CET,149.322,87,17/05/2004,2
65078,8BFFAA96D5D14814BEAFC58E092D0B1D,2022-12-13 16:29:38 CET,2022-12-13 16:29:38 CET,2022-12-13 16:39:14 CET,576.35,79,20/07/2004,1
65086,b752452de6cd2917,2022-12-13 20:34:12 CET,2022-12-13 20:34:12 CET,2022-12-13 20:40:44 CET,391.905,74,01/08/1997,2
65087,A195027F15364A5EA4D2D39FBBB7AA99,2022-12-13 21:14:33 CET,2022-12-13 21:14:33 CET,2022-12-13 21:19:46 CET,312.611,64,21/12/1999,1
65088,9D99D6BA49BC4876A41F513C18856903,2022-12-13 22:24:35 CET,2022-12-13 22:24:35 CET,2022-12-13 22:29:16 CET,281.24,55,13/04/1987,2
65102,b550f57a0b540f5e,2022-12-14 15:20:34 CET,2022-12-14 15:20:34 CET,2022-12-14 15:33:09 CET,755.906,66,16/01/2002,2
65103,48E5BC65C8A5485583E133FD71F4485B,2022-12-14 16:36:18 CET,2022-12-14 16:36:18 CET,2022-12-14 16:39:51 CET,213.872,46,08/02/1996,2
65105,b420124d74c92e50,2022-12-14 16:59:37 CET,2022-12-14 16:59:37 CET,2022-12-14 17:07:22 CET,465.098,83,12/11/1999,2
65110,3D29B4E1C33448E189849CE2CEE82861,2022-12-14 18:30:01 CET,2022-12-14 18:30:01 CET,2022-12-14 18:32:58 CET,176.114,41,14/05/1997,1
65118,e70aaba3072526bf,2022-12-14 19:33:57 CET,2022-12-14 19:33:57 CET,2022-12-14 21:59:59 CET,8762.395,298,05/02/1994,1
65126,a9486c3b7ba5ab22,2022-12-14 21:09:15 CET,2022-12-14 21:09:15 CET,2022-12-14 21:20:37 CET,681.948,83,26/07/2000,1
65131,f54f503ad4b5b4e2,2022-12-15 12:13:38 CET,2022-12-15 12:13:38 CET,2022-12-15 12:17:02 CET,203.938,134,22/09/1999,1
65135,a6d92b45c8d64c57,2022-12-15 15:51:12 CET,2022-12-15 15:51:12 CET,2022-12-15 15:56:19 CET,306.473,80,18/04/1998,2
65141,7F337AAF44F341AFB576A661959EF07F,2022-12-15 16:08:27 CET,2022-12-15 16:08:27 CET,2022-12-15 16:10:57 CET,150.954,46,15/01/1997,1
65143,f448823739635c65,2022-12-15 16:22:51 CET,2022-12-15 16:22:51 CET,2022-12-15 16:24:11 CET,79.448,55,14/08/2003,1
65144,87c197a0d5c96328,2022-12-15 16:26:07 CET,2022-12-15 16:26:07 CET,2022-12-15 16:33:13 CET,426.166,75,02/03/2001,2
65145,F9C152FC4A5E4E82A47AA7724B2EA0FF,2022-12-15 16:32:09 CET,2022-12-15 16:32:09 CET,2022-12-15 16:34:35 CET,146.178,57,06/02/1997,2
65146,d35777d4179e770f,2022-12-15 16:32:32 CET,2022-12-15 16:32:32 CET,2022-12-15 16:34:45 CET,133.366,60,03/01/2001,2
65149,a20cb0b3828ac1ff,2022-12-15 16:46:04 CET,2022-12-15 16:46:04 CET,2022-12-15 16:50:22 CET,258.244,65,10/12/1998,2
65155,6d17ceab00bd7513,2022-12-15 20:32:23 CET,2022-12-15 20:32:23 CET,2022-12-15 20:41:49 CET,565.372,104,21/07/2000,2
65156,0E3FF449F2E04626A612917B53346EA5,2022-12-15 20:33:04 CET,2022-12-15 20:33:04 CET,2022-12-15 20:36:02 CET,178.873,47,28/11/2000,2
65157,38b621050675f917,2022-12-15 20:36:58 CET,2022-12-15 20:36:58 CET,2022-12-15 20:42:45 CET,347.478,87,11/12/2003,2
65158,4a4f5440f3d42311,2022-12-15 20:49:14 CET,2022-12-15 20:49:14 CET,2022-12-15 20:57:13 CET,479.562,88,21/07/2000,2
65162,37b56af75f778233,2022-12-16 00:31:33 CET,2022-12-16 00:31:33 CET,2022-12-16 00:34:58 CET,Canceled,Unknown,,
65167,1806a091f6482522,2022-12-16 08:28:13 CET,2022-12-16 08:28:13 CET,2022-12-16 08:31:27 CET,194.216,95,21/05/1997,1
65169,556791199cf12ecd,2022-12-16 10:14:42 CET,2022-12-16 10:14:42 CET,2022-12-16 10:20:34 CET,352.422,61,22/09/2000,1
65174,bc845b5f4a3250cd,2022-12-16 13:31:36 CET,2022-12-16 13:31:36 CET,2022-12-16 14:04:47 CET,1990.877,1655,22/07/1999,2
65177,A364F12E8A5240FC8B2121B47BB84C57,2022-12-16 15:09:25 CET,2022-12-16 15:09:25 CET,2022-12-16 15:11:24 CET,119.02,55,22/06/2003,2
65179,00CE80F2242D4C2FB0A1BAF71AD6DEB8,2022-12-16 16:09:19 CET,2022-12-16 16:09:19 CET,2022-12-16 16:11:21 CET,121.367,65,27/01/2003,2
65180,BC845BF5D5A447BFA4747169CEE6BB7E,2022-12-16 16:12:07 CET,2022-12-16 16:12:07 CET,2022-12-16 16:13:09 CET,61.388,43,08/11/1999,1
65181,652ee624be52c047,2022-12-16 16:53:33 CET,2022-12-16 16:53:33 CET,2022-12-16 17:00:56 CET,443.098,42,27/06/2000,2
65190,66E727646A364E9785DF19779EB52B6C,2022-12-16 18:57:42 CET,2022-12-16 18:57:42 CET,2022-12-16 19:02:26 CET,283.522,72,24/10/2001,2
65193,46cf448259a42c23,2022-12-16 20:36:40 CET,2022-12-16 20:36:40 CET,2022-12-16 20:45:14 CET,514.234,85,31/05/1997,1
65196,6DECA1FCE48C4758AD8C6E4AFEBE20AF,2022-12-17 10:46:03 CET,2022-12-17 10:46:03 CET,2022-12-17 10:53:02 CET,419.258,134,01/03/1999,2
65200,AF51FA4AB5A64380AC7464A0B0814FDD,2022-12-17 11:41:04 CET,2022-12-17 11:41:04 CET,2022-12-17 11:42:34 CET,90.387,50,12/10/1999,2
65201,db0f1c729d9639cb,2022-12-17 12:39:58 CET,2022-12-17 12:39:58 CET,2022-12-17 12:43:56 CET,238.861,83,12/11/1999,2
65204,5CBEEDBF40BE4781B9E8CCD36536DC61,2022-12-17 14:12:03 CET,2022-12-17 14:12:03 CET,2022-12-17 14:14:15 CET,131.088,54,05/02/2002,2
65206,6734b7a59d9da634,2022-12-17 16:17:18 CET,2022-12-17 16:17:18 CET,2022-12-17 23:10:35 CET,Canceled,Unknown,,
65207,00470A3F03C84EE286E204E2B63AECC1,2022-12-17 17:14:15 CET,2022-12-17 17:14:15 CET,2022-12-17 17:18:14 CET,239.734,56,21/01/2003,2
65211,ba37f65068c6d943,2022-12-17 21:17:41 CET,2022-12-17 21:17:41 CET,2022-12-17 21:24:07 CET,385.955,53,10/08/1999,3
65253,1D67AB36770A4F3D9DD1CE4E31D48C91,2022-12-18 10:50:06 CET,2022-12-18 10:50:06 CET,2022-12-18 10:55:48 CET,341.722,118,26/01/1991,2
65263,3C20597CF3134CD590D554A0098D60F1,2022-12-18 19:51:30 CET,2022-12-18 19:51:30 CET,2022-12-18 19:57:09 CET,338.78,203,17/06/1991,2
65269,60a29c0a39b25dd3,2022-12-19 09:33:43 CET,2022-12-19 09:33:43 CET,2022-12-19 09:47:25 CET,821.748,84,26/01/1991,2
65272,2f1bbca703301456,2022-12-19 12:05:15 CET,2022-12-19 12:05:15 CET,2022-12-19 12:14:42 CET,567.663,84,06/03/1996,2
65275,7F30897ED62A47C69DC9DCB0D68F0D21,2022-12-19 12:23:31 CET,2022-12-19 12:23:31 CET,2022-12-19 12:26:00 CET,148.482,55,19/02/2002,2
65276,8d5f625161086228,2022-12-19 12:52:06 CET,2022-12-19 12:52:06 CET,2022-12-19 12:53:34 CET,87.984,50,23/07/1999,2
65277,e760f8773b75d1fd,2022-12-19 12:55:41 CET,2022-12-19 12:55:41 CET,2022-12-19 12:59:13 CET,211.859,127,30/07/2002,2
65280,AFD48D19648D4364AC55D7605098B6CB,2022-12-19 13:40:01 CET,2022-12-19 13:40:01 CET,2022-12-19 13:42:18 CET,137.187,98,23/02/1999,1
65283,5c5fd929022c5cee,2022-12-19 15:30:41 CET,2022-12-19 15:30:41 CET,2022-12-19 15:45:29 CET,887.487,124,30/09/2003,2
65284,C85FC8DB22FC4579820DEB91E9BD67CE,2022-12-19 15:49:04 CET,2022-12-19 15:49:04 CET,2022-12-19 15:52:20 CET,195.369,60,19/04/2000,2
65285,dcdf8c1ab2419e0a,2022-12-19 16:05:37 CET,2022-12-19 16:05:37 CET,2022-12-19 16:07:54 CET,137.212,83,29/11/1998,2
65288,17c38b9916c46f7b,2022-12-19 21:58:56 CET,2022-12-19 21:58:56 CET,2022-12-21 22:13:53 CET,173696.576,83,12/04/2000,2
65289,141816e41cfa7e66,2022-12-19 22:04:18 CET,2022-12-19 22:04:18 CET,2022-12-20 09:54:31 CET,42612.919,77,31/05/1997,1
65290,8A386EFDCC5043CB8C6A30B5B0BFC653,2022-12-19 22:27:01 CET,2022-12-19 22:27:01 CET,2022-12-20 07:16:13 CET,31751.876,91,15/03/1999,2
65294,CEB98A4891FA4BA88ADD66D3B8A3987F,2022-12-20 07:22:20 CET,2022-12-20 07:22:20 CET,2022-12-20 07:26:12 CET,231.371,47,23/09/1999,1
65298,46954C23F3B94825915A2F50B1B2DC13,2022-12-20 11:52:50 CET,2022-12-20 11:52:50 CET,2022-12-20 11:54:42 CET,112.067,51,19/07/1999,2
65299,6aa76b74f8544b3e,2022-12-20 11:55:42 CET,2022-12-20 11:55:42 CET,2022-12-20 14:37:23 CET,9700.877,46,22/03/2003,2
65301,ebd3cb8d668a9c31,2022-12-20 15:12:21 CET,2022-12-20 15:12:21 CET,2022-12-20 15:36:57 CET,1476.215,61,24/05/2001,1
